world,arm,logging,T,alpha,replicas,seed,reconciliation,n_obs,decl_elected,decl_reason,decl_n_warranting,decl_n_appearing,decl_n_props,decl_n_conflicts,decl_APPLICABLE,decl_OUT_OF_SCOPE,decl_AGED,decl_UNEVALUABLE,aged_inside_window,sstar_kind,n_supporting,n_contradicting,supp_seq_min,supp_seq_max,contra_seq_min,contra_seq_max,order_legible,decay_strategy,decay_better_share,decay_weight_sstar,current_strategy,current_counted,current_excluded,p2_hits,p2_total,p4_tp,p4_fp,p4_fn,p4_branch_ok,p4_returned_ok,p4_n_aged_pre_tau1,p4_branch_expected,p4b_all_excluded,p5_divergent,confusion_json
B,B-logged,logged,40,strict,1,15,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,10,7,14,39,10,34,True,s_star,0.625,0.625,s_star,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,strict,1,16,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,6,8,10,34,11,39,True,s_star,0.55,0.55,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,strict,1,17,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,8,10,10,37,11,39,True,s_star,0.6,0.6,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,strict,1,18,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,5,10,10,38,11,39,True,s_star,0.575,0.575,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,strict,1,19,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,2,15,31,32,11,39,True,s_star,0.475,0.475,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,strict,1,20,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,11,9,11,39,10,38,True,s_star,0.725,0.725,s_star,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,1,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,8,11,12,39,10,38,True,s_star,0.55,0.55,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,2,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,3,14,11,30,10,39,True,s_star,0.5,0.5,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,3,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,6,12,16,39,10,38,True,s_star,0.575,0.575,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,4,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,3,11,18,39,11,38,True,s_star,0.425,0.425,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,5,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,7,11,11,38,10,39,True,s_star,0.5,0.5,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,6,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,6,9,10,37,14,39,True,s_star,0.6,0.6,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,7,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,9,9,10,39,13,38,True,s_star,0.625,0.625,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,8,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,10,9,10,39,14,37,True,s_star,0.675,0.675,s_star,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,9,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,9,9,11,39,10,33,True,s_star,0.5,0.5,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,10,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,9,8,11,37,10,39,True,s_star,0.575,0.575,s_star,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,11,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,7,11,13,39,10,36,True,s_star,0.55,0.55,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,12,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,9,9,10,38,11,39,True,s_star,0.525,0.525,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,13,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,7,12,10,38,11,36,True,s_star,0.45,0.45,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,14,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,5,11,11,37,10,39,True,s_star,0.525,0.525,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,15,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,10,7,14,39,10,34,True,s_star,0.625,0.625,s_star,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,16,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,6,8,10,34,11,39,True,s_star,0.55,0.55,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,17,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,8,10,10,37,11,39,True,s_star,0.6,0.6,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,18,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,5,10,10,38,11,39,True,s_star,0.575,0.575,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,19,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,2,15,31,32,11,39,True,s_star,0.475,0.475,,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,40,lenient,1,20,,40,,out_of_scope_or_aged,20,0,1,1,20,20,0,0,0,B,11,9,11,39,10,38,True,s_star,0.725,0.725,s_star,20,20,20,20,,,,,,,,,True,"{""applicable>APPLICABLE"": 20, ""out_of_scope>OUT_OF_SCOPE"": 20}"
B,B-logged,logged,160,strict,1,1,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,14,23,126,158,120,159,True,s_star,0.5635549496235761,0.5635549496235761,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,2,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,12,22,120,155,122,159,True,s_star,0.520107489573473,0.5201074895734731,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,3,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,16,18,125,157,121,158,True,s_star,0.6042452931193572,0.6042452931193573,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,4,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,8,25,123,158,120,159,True,s_star,0.5057842999237577,0.5057842999237578,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,5,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,14,22,121,156,122,159,True,s_star,0.49524669873103644,0.4952466987310365,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,6,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,15,19,122,157,120,159,True,s_star,0.49548793631495763,0.4954879363149577,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,7,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,12,20,120,159,121,157,True,s_star,0.5233181136793644,0.5233181136793644,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,8,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,13,21,123,158,120,159,True,s_star,0.5696987059284176,0.5696987059284178,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,9,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,13,24,128,158,120,159,True,s_star,0.5399920521464067,0.5399920521464068,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,10,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,12,17,126,159,120,158,True,s_star,0.5375330926308304,0.5375330926308305,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,11,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,15,22,120,156,122,159,True,s_star,0.6190494336538013,0.6190494336538014,s_star,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,12,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,19,15,120,159,128,156,True,s_star,0.5978286585296702,0.5978286585296704,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,13,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,18,16,121,157,120,159,True,s_star,0.5684021412049011,0.5684021412049012,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,14,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,18,16,122,157,120,155,True,s_star,0.6158107273999573,0.6158107273999575,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,15,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,11,23,122,159,120,158,True,s_star,0.5322488928825175,0.5322488928825176,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,16,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,11,22,121,157,122,159,True,s_star,0.5361237677660753,0.5361237677660754,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,17,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,11,23,121,158,120,159,True,s_star,0.53944992946758,0.53944992946758,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,18,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,19,15,125,158,120,159,True,s_star,0.5912135278511479,0.5912135278511479,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,19,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,17,18,125,159,120,158,True,s_star,0.5643496042579197,0.5643496042579198,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,strict,1,20,,160,,out_of_scope_or_aged,40,0,1,1,40,80,40,0,0,B,16,15,120,156,121,158,True,s_star,0.5839317596934656,0.5839317596934657,,80,80,80,80,,,,,,,,,True,"{""applicable>AGED"": 40, ""applicable>APPLICABLE"": 40, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,1,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,25,44,43,158,40,159,True,s_star,0.5635549496235761,0.5635549496235761,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,2,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,23,46,45,155,41,159,True,s_star,0.520107489573473,0.5201074895734731,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,3,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,28,39,47,157,40,158,True,s_star,0.6042452931193572,0.6042452931193573,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,4,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,20,45,42,158,40,159,True,s_star,0.5057842999237577,0.5057842999237578,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,5,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,24,47,42,156,40,159,True,s_star,0.49524669873103644,0.4952466987310365,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,6,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,27,39,40,157,44,159,True,s_star,0.49548793631495763,0.4954879363149577,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,7,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,24,41,40,159,42,157,True,s_star,0.5233181136793644,0.5233181136793644,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,8,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,29,41,43,158,41,159,True,s_star,0.5696987059284176,0.5696987059284178,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,9,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,26,49,43,158,40,159,True,s_star,0.5399920521464067,0.5399920521464068,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,10,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,23,43,42,159,40,158,True,s_star,0.5375330926308304,0.5375330926308305,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,11,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,38,35,40,156,43,159,True,s_star,0.6190494336538013,0.6190494336538014,s_star,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,12,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,30,34,41,159,40,156,True,s_star,0.5978286585296702,0.5978286585296704,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,13,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,29,39,44,157,40,159,True,s_star,0.5684021412049011,0.5684021412049012,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,14,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,33,34,40,157,43,155,True,s_star,0.6158107273999573,0.6158107273999575,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,15,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,25,41,43,159,40,158,True,s_star,0.5322488928825175,0.5322488928825176,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,16,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,25,43,41,157,40,159,True,s_star,0.5361237677660753,0.5361237677660754,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,17,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,27,46,42,158,40,159,True,s_star,0.53944992946758,0.53944992946758,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,18,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,34,36,40,158,43,159,True,s_star,0.5912135278511479,0.5912135278511479,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,19,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,31,40,40,159,41,158,True,s_star,0.5643496042579197,0.5643496042579198,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-logged,logged,160,lenient,1,20,,160,,out_of_scope_or_aged,80,0,1,1,80,80,0,0,0,B,31,35,41,156,40,158,True,s_star,0.5839317596934656,0.5839317596934657,,80,80,80,80,,,,,,,,,True,"{""applicable>APPLICABLE"": 80, ""out_of_scope>OUT_OF_SCOPE"": 80}"
B,B-unlogged,unlogged,40,strict,1,1,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,12,0,39,6,38,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,2,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,15,0,30,2,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,3,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,13,0,39,2,38,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,4,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,17,12,1,39,6,38,True,s_star,0.425,0.425,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,5,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,13,2,38,0,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,6,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,9,0,37,14,39,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,7,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,25,10,0,39,7,38,True,s_star,0.625,0.625,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,8,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,27,9,0,39,14,37,True,s_star,0.675,0.675,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,9,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,9,1,39,10,33,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,10,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,10,1,37,2,39,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,11,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,12,0,39,10,36,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,12,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,9,0,38,11,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,13,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,18,13,3,38,2,36,True,s_star,0.45,0.45,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,14,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,12,1,37,0,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,15,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,25,9,0,39,1,34,True,s_star,0.625,0.625,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,16,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,9,0,34,9,39,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,17,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,12,1,37,0,39,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,18,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,10,0,38,11,39,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,19,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,19,15,0,32,11,39,True,s_star,0.475,0.475,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,strict,1,20,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,29,9,0,39,10,38,True,s_star,0.725,0.725,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,1,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,12,0,39,6,38,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,2,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,15,0,30,2,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,3,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,13,0,39,2,38,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,4,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,17,12,1,39,6,38,True,s_star,0.425,0.425,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,5,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,13,2,38,0,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,6,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,9,0,37,14,39,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,7,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,25,10,0,39,7,38,True,s_star,0.625,0.625,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,8,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,27,9,0,39,14,37,True,s_star,0.675,0.675,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,9,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,9,1,39,10,33,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,{}
