family,T,noise,keep,flip_p,rep,seed,model,chi_sha256,record_ceiling,signature_frac,accuracy,request_resolution_rate,unsupported_counterfactual_rate,contradicted_rate,brier_act,pause_violation_rate,deficit_inference_rate,n_steps,n_paused,n_scope
W-conflict,300,0.05,0.7,0.25,0,1388967918,M0,689752ec2d69,1.0,0.699,0.9456,0.4898,0.0544,0.1769,0.0558,,1.0,147,0,123
W-conflict,300,0.05,0.7,0.25,0,1388967918,M1,689752ec2d69,1.0,0.699,0.9456,0.4898,0.0544,0.1769,0.0535,,1.0,147,0,123
W-conflict,300,0.05,0.7,0.25,0,1388967918,M2,689752ec2d69,1.0,0.699,1.0,0.5306,0.0,0.1224,0.0095,,1.0,147,0,123
W-conflict,300,0.05,0.7,0.25,0,1388967918,M1+pausa,689752ec2d69,1.0,0.699,0.9456,0.4898,0.0544,0.1769,0.0535,,1.0,147,0,123
W-conflict,300,0.05,0.7,0.25,1,1272104623,M0,689752ec2d69,1.0,0.699,0.9255,0.441,0.0745,0.2236,0.0787,,1.0,161,0,130
W-conflict,300,0.05,0.7,0.25,1,1272104623,M1,689752ec2d69,1.0,0.699,0.9255,0.441,0.0745,0.2236,0.0696,,1.0,161,0,130
W-conflict,300,0.05,0.7,0.25,1,1272104623,M2,689752ec2d69,1.0,0.699,1.0,0.4845,0.0,0.1491,0.0093,,1.0,161,0,130
W-conflict,300,0.05,0.7,0.25,1,1272104623,M1+pausa,689752ec2d69,1.0,0.699,0.9255,0.441,0.0745,0.2236,0.0696,,1.0,161,0,130
W-conflict,300,0.05,0.7,0.25,2,1627362668,M0,689752ec2d69,1.0,0.699,0.9496,0.4604,0.0504,0.2086,0.0526,,1.0,139,0,112
W-conflict,300,0.05,0.7,0.25,2,1627362668,M1,689752ec2d69,1.0,0.699,0.9496,0.4604,0.0504,0.2086,0.0503,,1.0,139,0,112
W-conflict,300,0.05,0.7,0.25,2,1627362668,M2,689752ec2d69,1.0,0.699,1.0,0.4964,0.0,0.1583,0.0095,,1.0,139,0,112
W-conflict,300,0.05,0.7,0.25,2,1627362668,M1+pausa,689752ec2d69,1.0,0.699,0.9496,0.4604,0.0504,0.2086,0.0503,,1.0,139,0,112
W-conflict,300,0.05,0.7,0.25,3,2045027373,M0,689752ec2d69,1.0,0.699,0.9441,0.4336,0.0559,0.2168,0.0559,,1.0,143,0,111
W-conflict,300,0.05,0.7,0.25,3,2045027373,M1,689752ec2d69,1.0,0.699,0.9441,0.4336,0.0559,0.2168,0.0548,,1.0,143,0,111
W-conflict,300,0.05,0.7,0.25,3,2045027373,M2,689752ec2d69,1.0,0.699,1.0,0.4615,0.0,0.1608,0.0095,,1.0,143,0,111
W-conflict,300,0.05,0.7,0.25,3,2045027373,M1+pausa,689752ec2d69,1.0,0.699,0.9441,0.4336,0.0559,0.2168,0.0548,,1.0,143,0,111
W-conflict,300,0.05,0.7,0.25,4,916796138,M0,689752ec2d69,1.0,0.699,0.9276,0.4079,0.0724,0.2039,0.069,,1.0,152,0,129
W-conflict,300,0.05,0.7,0.25,4,916796138,M1,689752ec2d69,1.0,0.699,0.9276,0.4079,0.0724,0.2039,0.0679,,1.0,152,0,129
W-conflict,300,0.05,0.7,0.25,4,916796138,M2,689752ec2d69,1.0,0.699,1.0,0.4605,0.0,0.1316,0.0093,,1.0,152,0,129
W-conflict,300,0.05,0.7,0.25,4,916796138,M1+pausa,689752ec2d69,1.0,0.699,0.9276,0.4079,0.0724,0.2039,0.0679,,1.0,152,0,129
W-conflict,300,0.05,0.7,0.25,5,800981931,M0,689752ec2d69,1.0,0.699,0.9557,0.4241,0.0443,0.2278,0.0431,,1.0,158,0,138
W-conflict,300,0.05,0.7,0.25,5,800981931,M1,689752ec2d69,1.0,0.699,0.9557,0.4241,0.0443,0.2278,0.0454,,1.0,158,0,138
W-conflict,300,0.05,0.7,0.25,5,800981931,M2,689752ec2d69,1.0,0.699,1.0,0.443,0.0,0.1835,0.0096,,1.0,158,0,138
W-conflict,300,0.05,0.7,0.25,5,800981931,M1+pausa,689752ec2d69,1.0,0.699,0.9557,0.4241,0.0443,0.2278,0.0454,,1.0,158,0,138
W-conflict,300,0.05,0.7,0.25,6,76763240,M0,689752ec2d69,1.0,0.699,0.963,0.4506,0.037,0.179,0.0329,,1.0,162,0,132
W-conflict,300,0.05,0.7,0.25,6,76763240,M1,689752ec2d69,1.0,0.699,0.963,0.4506,0.037,0.179,0.0396,,1.0,162,0,132
W-conflict,300,0.05,0.7,0.25,6,76763240,M2,689752ec2d69,1.0,0.699,1.0,0.4815,0.0,0.142,0.0096,,1.0,162,0,132
W-conflict,300,0.05,0.7,0.25,6,76763240,M1+pausa,689752ec2d69,1.0,0.699,0.963,0.4506,0.037,0.179,0.0396,,1.0,162,0,132
W-conflict,300,0.05,0.7,0.25,7,495477033,M0,689752ec2d69,1.0,0.699,0.9342,0.4474,0.0658,0.1908,0.0585,,1.0,152,0,124
W-conflict,300,0.05,0.7,0.25,7,495477033,M1,689752ec2d69,1.0,0.699,0.9342,0.4474,0.0658,0.1908,0.0626,,1.0,152,0,124
W-conflict,300,0.05,0.7,0.25,7,495477033,M2,689752ec2d69,1.0,0.699,1.0,0.4803,0.0,0.125,0.0094,,1.0,152,0,124
W-conflict,300,0.05,0.7,0.25,7,495477033,M1+pausa,689752ec2d69,1.0,0.699,0.9342,0.4474,0.0658,0.1908,0.0626,,1.0,152,0,124
W-conflict,300,0.05,0.7,0.25,8,437288422,M0,689752ec2d69,1.0,0.699,0.932,0.4626,0.068,0.2313,0.0697,,1.0,147,0,116
W-conflict,300,0.05,0.7,0.25,8,437288422,M1,689752ec2d69,1.0,0.699,0.932,0.4626,0.068,0.2313,0.0644,,1.0,147,0,116
W-conflict,300,0.05,0.7,0.25,8,437288422,M2,689752ec2d69,1.0,0.699,1.0,0.4966,0.0,0.1633,0.0093,,1.0,147,0,116
W-conflict,300,0.05,0.7,0.25,8,437288422,M1+pausa,689752ec2d69,1.0,0.699,0.932,0.4626,0.068,0.2313,0.0644,,1.0,147,0,116
W-conflict,300,0.05,0.7,0.25,9,51072167,M0,689752ec2d69,1.0,0.699,0.9568,0.4532,0.0432,0.1942,0.0726,,1.0,139,0,120
W-conflict,300,0.05,0.7,0.25,9,51072167,M1,689752ec2d69,1.0,0.699,0.9568,0.4532,0.0432,0.1942,0.0445,,1.0,139,0,120
W-conflict,300,0.05,0.7,0.25,9,51072167,M2,689752ec2d69,1.0,0.699,1.0,0.4748,0.0,0.1511,0.0096,,1.0,139,0,120
W-conflict,300,0.05,0.7,0.25,9,51072167,M1+pausa,689752ec2d69,1.0,0.699,0.9568,0.4532,0.0432,0.1942,0.0445,,1.0,139,0,120
W-conflict,300,0.05,0.7,0.25,10,1293070918,M0,689752ec2d69,1.0,0.699,0.9595,0.4865,0.0405,0.1824,0.0503,,1.0,148,0,124
W-conflict,300,0.05,0.7,0.25,10,1293070918,M1,689752ec2d69,1.0,0.699,0.9595,0.4865,0.0405,0.1824,0.0424,,1.0,148,0,124
W-conflict,300,0.05,0.7,0.25,10,1293070918,M2,689752ec2d69,1.0,0.699,1.0,0.5135,0.0,0.1419,0.0096,,1.0,148,0,124
W-conflict,300,0.05,0.7,0.25,10,1293070918,M1+pausa,689752ec2d69,1.0,0.699,0.9595,0.4865,0.0405,0.1824,0.0424,,1.0,148,0,124
W-conflict,300,0.05,0.7,0.25,11,1409909511,M0,689752ec2d69,1.0,0.699,0.9483,0.4253,0.0517,0.1609,0.0369,,1.0,174,0,148
W-conflict,300,0.05,0.7,0.25,11,1409909511,M1,689752ec2d69,1.0,0.699,0.9483,0.4253,0.0517,0.1609,0.0514,,1.0,174,0,148
W-conflict,300,0.05,0.7,0.25,11,1409909511,M2,689752ec2d69,1.0,0.699,1.0,0.4425,0.0,0.1092,0.0095,,1.0,174,0,148
W-conflict,300,0.05,0.7,0.25,11,1409909511,M1+pausa,689752ec2d69,1.0,0.699,0.9483,0.4253,0.0517,0.1609,0.0514,,1.0,174,0,148
W-conflict,300,0.05,0.7,0.25,12,2133119172,M0,689752ec2d69,1.0,0.699,0.9237,0.458,0.0763,0.1908,0.05,,1.0,131,0,117
W-conflict,300,0.05,0.7,0.25,12,2133119172,M1,689752ec2d69,1.0,0.699,0.9237,0.458,0.0763,0.1908,0.0711,,1.0,131,0,117
W-conflict,300,0.05,0.7,0.25,12,2133119172,M2,689752ec2d69,1.0,0.699,1.0,0.5038,0.0,0.1145,0.0093,,1.0,131,0,117
W-conflict,300,0.05,0.7,0.25,12,2133119172,M1+pausa,689752ec2d69,1.0,0.699,0.9237,0.458,0.0763,0.1908,0.0711,,1.0,131,0,117
W-conflict,300,0.05,0.7,0.25,13,1715462533,M0,689752ec2d69,1.0,0.699,0.9684,0.481,0.0316,0.1962,0.0604,,1.0,158,0,140
W-conflict,300,0.05,0.7,0.25,13,1715462533,M1,689752ec2d69,1.0,0.699,0.9684,0.481,0.0316,0.1962,0.0353,,1.0,158,0,140
W-conflict,300,0.05,0.7,0.25,13,1715462533,M2,689752ec2d69,1.0,0.699,1.0,0.5063,0.0,0.1646,0.0097,,1.0,158,0,140
W-conflict,300,0.05,0.7,0.25,13,1715462533,M1+pausa,689752ec2d69,1.0,0.699,0.9684,0.481,0.0316,0.1962,0.0353,,1.0,158,0,140
W-conflict,300,0.05,0.7,0.25,14,696153922,M0,689752ec2d69,1.0,0.699,0.9496,0.4604,0.0504,0.1439,0.0698,,1.0,139,0,91
W-conflict,300,0.05,0.7,0.25,14,696153922,M1,689752ec2d69,1.0,0.699,0.9496,0.4604,0.0504,0.1439,0.0503,,1.0,139,0,91
W-conflict,300,0.05,0.7,0.25,14,696153922,M2,689752ec2d69,1.0,0.699,1.0,0.4964,0.0,0.0935,0.0095,,1.0,139,0,91
W-conflict,300,0.05,0.7,0.25,14,696153922,M1+pausa,689752ec2d69,1.0,0.699,0.9496,0.4604,0.0504,0.1439,0.0503,,1.0,139,0,91
W-conflict,300,0.05,0.7,0.25,15,811943427,M0,689752ec2d69,1.0,0.699,0.974,0.513,0.026,0.1558,0.0412,,1.0,154,0,125
W-conflict,300,0.05,0.7,0.25,15,811943427,M1,689752ec2d69,1.0,0.699,0.974,0.513,0.026,0.1558,0.0308,,1.0,154,0,125
W-conflict,300,0.05,0.7,0.25,15,811943427,M2,689752ec2d69,1.0,0.699,1.0,0.5195,0.0,0.1299,0.0098,,1.0,154,0,125
W-conflict,300,0.05,0.7,0.25,15,811943427,M1+pausa,689752ec2d69,1.0,0.699,0.974,0.513,0.026,0.1558,0.0308,,1.0,154,0,125
W-conflict,300,0.05,0.7,0.25,16,457708992,M0,689752ec2d69,1.0,0.699,0.9538,0.5231,0.0462,0.1769,0.0446,,1.0,130,0,107
W-conflict,300,0.05,0.7,0.25,16,457708992,M1,689752ec2d69,1.0,0.699,0.9538,0.5231,0.0462,0.1769,0.0469,,1.0,130,0,107
W-conflict,300,0.05,0.7,0.25,16,457708992,M2,689752ec2d69,1.0,0.699,1.0,0.5615,0.0,0.1308,0.0096,,1.0,130,0,107
W-conflict,300,0.05,0.7,0.25,16,457708992,M1+pausa,689752ec2d69,1.0,0.699,0.9538,0.5231,0.0462,0.1769,0.0469,,1.0,130,0,107
W-conflict,300,0.05,0.7,0.25,17,39003265,M0,689752ec2d69,1.0,0.699,0.9589,0.4315,0.0411,0.1986,0.0504,,1.0,146,0,125
W-conflict,300,0.05,0.7,0.25,17,39003265,M1,689752ec2d69,1.0,0.699,0.9589,0.4315,0.0411,0.1986,0.0429,,1.0,146,0,125
W-conflict,300,0.05,0.7,0.25,17,39003265,M2,689752ec2d69,1.0,0.699,1.0,0.4589,0.0,0.1575,0.0096,,1.0,146,0,125
W-conflict,300,0.05,0.7,0.25,17,39003265,M1+pausa,689752ec2d69,1.0,0.699,0.9589,0.4315,0.0411,0.1986,0.0429,,1.0,146,0,125
W-conflict,300,0.05,0.7,0.25,18,97204302,M0,689752ec2d69,1.0,0.699,0.9427,0.3949,0.0573,0.1911,0.0603,,1.0,157,0,136
W-conflict,300,0.05,0.7,0.25,18,97204302,M1,689752ec2d69,1.0,0.699,0.9427,0.3949,0.0573,0.1911,0.0559,,1.0,157,0,136
W-conflict,300,0.05,0.7,0.25,18,97204302,M2,689752ec2d69,1.0,0.699,1.0,0.4331,0.0,0.1338,0.0094,,1.0,157,0,136
W-conflict,300,0.05,0.7,0.25,18,97204302,M1+pausa,689752ec2d69,1.0,0.699,0.9427,0.3949,0.0573,0.1911,0.0559,,1.0,157,0,136
W-conflict,300,0.05,0.7,0.25,19,483395855,M0,689752ec2d69,1.0,0.699,0.9434,0.4623,0.0566,0.217,0.0996,,1.0,106,0,85
W-conflict,300,0.05,0.7,0.25,19,483395855,M1,689752ec2d69,1.0,0.699,0.9434,0.4623,0.0566,0.217,0.0553,,1.0,106,0,85
W-conflict,300,0.05,0.7,0.25,19,483395855,M2,689752ec2d69,1.0,0.699,1.0,0.5,0.0,0.1604,0.0095,,1.0,106,0,85
W-conflict,300,0.05,0.7,0.25,19,483395855,M1+pausa,689752ec2d69,1.0,0.699,0.9434,0.4623,0.0566,0.217,0.0553,,1.0,106,0,85
W-conflict,300,0.3,1.0,0.05,0,2037635854,M0,689752ec2d69,1.0,0.699,0.9365,0.6421,0.0635,0.1739,0.0568,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.05,0,2037635854,M1,689752ec2d69,1.0,0.699,0.9365,0.6421,0.0635,0.1739,0.0608,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.05,0,2037635854,M2,689752ec2d69,1.0,0.699,1.0,0.6923,0.0,0.1338,0.0094,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.05,0,2037635854,M1+pausa,689752ec2d69,1.0,0.699,0.9365,0.6421,0.0635,0.1739,0.0608,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.05,1,1617488463,M0,689752ec2d69,1.0,0.699,0.9197,0.6488,0.0803,0.2609,0.1761,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,1,1617488463,M1,689752ec2d69,1.0,0.699,0.9197,0.6488,0.0803,0.2609,0.0742,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,1,1617488463,M2,689752ec2d69,1.0,0.699,1.0,0.7224,0.0,0.1873,0.0092,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,1,1617488463,M1+pausa,689752ec2d69,1.0,0.699,0.9197,0.6488,0.0803,0.2609,0.0742,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,2,1262860684,M0,689752ec2d69,1.0,0.699,0.9465,0.6656,0.0535,0.2642,0.0932,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,2,1262860684,M1,689752ec2d69,1.0,0.699,0.9465,0.6656,0.0535,0.2642,0.0528,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,2,1262860684,M2,689752ec2d69,1.0,0.699,1.0,0.709,0.0,0.2107,0.0095,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,2,1262860684,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.6656,0.0535,0.2642,0.0528,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,3,1381927117,M0,689752ec2d69,1.0,0.699,0.9331,0.6656,0.0669,0.2575,0.0765,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,3,1381927117,M1,689752ec2d69,1.0,0.699,0.9331,0.6656,0.0669,0.2575,0.0635,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,3,1381927117,M2,689752ec2d69,1.0,0.699,1.0,0.7224,0.0,0.194,0.0094,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,3,1381927117,M1+pausa,689752ec2d69,1.0,0.699,0.9331,0.6656,0.0669,0.2575,0.0635,,1.0,299,0,258
W-conflict,300,0.3,1.0,0.05,4,488578570,M0,689752ec2d69,1.0,0.699,0.9164,0.6421,0.0836,0.2207,0.0805,,1.0,299,0,250
W-conflict,300,0.3,1.0,0.05,4,488578570,M1,689752ec2d69,1.0,0.699,0.9164,0.6421,0.0836,0.2207,0.0769,,1.0,299,0,250
W-conflict,300,0.3,1.0,0.05,4,488578570,M2,689752ec2d69,1.0,0.699,1.0,0.7124,0.0,0.1672,0.0092,,1.0,299,0,250
W-conflict,300,0.3,1.0,0.05,4,488578570,M1+pausa,689752ec2d69,1.0,0.699,0.9164,0.6421,0.0836,0.2207,0.0769,,1.0,299,0,250
W-conflict,300,0.3,1.0,0.05,5,67383115,M0,689752ec2d69,1.0,0.699,0.9498,0.6589,0.0502,0.2809,0.107,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,5,67383115,M1,689752ec2d69,1.0,0.699,0.9498,0.6589,0.0502,0.2809,0.0501,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,5,67383115,M2,689752ec2d69,1.0,0.699,1.0,0.7057,0.0,0.2308,0.0095,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,5,67383115,M1+pausa,689752ec2d69,1.0,0.699,0.9498,0.6589,0.0502,0.2809,0.0501,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,6,791248008,M0,689752ec2d69,1.0,0.699,0.9331,0.6421,0.0669,0.2676,0.0871,,1.0,299,0,235
W-conflict,300,0.3,1.0,0.05,6,791248008,M1,689752ec2d69,1.0,0.699,0.9331,0.6421,0.0669,0.2676,0.0635,,1.0,299,0,235
W-conflict,300,0.3,1.0,0.05,6,791248008,M2,689752ec2d69,1.0,0.699,1.0,0.7023,0.0,0.2007,0.0094,,1.0,299,0,235
W-conflict,300,0.3,1.0,0.05,6,791248008,M1+pausa,689752ec2d69,1.0,0.699,0.9331,0.6421,0.0669,0.2676,0.0635,,1.0,299,0,235
W-conflict,300,0.3,1.0,0.05,7,909266377,M0,689752ec2d69,1.0,0.699,0.9197,0.6923,0.0803,0.2542,0.0753,,1.0,299,0,241
W-conflict,300,0.3,1.0,0.05,7,909266377,M1,689752ec2d69,1.0,0.699,0.9197,0.6923,0.0803,0.2542,0.0742,,1.0,299,0,241
W-conflict,300,0.3,1.0,0.05,7,909266377,M2,689752ec2d69,1.0,0.699,1.0,0.7659,0.0,0.1739,0.0092,,1.0,299,0,241
W-conflict,300,0.3,1.0,0.05,7,909266377,M1+pausa,689752ec2d69,1.0,0.699,0.9197,0.6923,0.0803,0.2542,0.0742,,1.0,299,0,241
W-conflict,300,0.3,1.0,0.05,8,833245446,M0,689752ec2d69,1.0,0.699,0.9465,0.699,0.0535,0.2542,0.1067,,1.0,299,0,240
W-conflict,300,0.3,1.0,0.05,8,833245446,M1,689752ec2d69,1.0,0.699,0.9465,0.699,0.0535,0.2542,0.0528,,1.0,299,0,240
W-conflict,300,0.3,1.0,0.05,8,833245446,M2,689752ec2d69,1.0,0.699,1.0,0.7525,0.0,0.2007,0.0095,,1.0,299,0,240
W-conflict,300,0.3,1.0,0.05,8,833245446,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.699,0.0535,0.2542,0.0528,,1.0,299,0,240
W-conflict,300,0.3,1.0,0.05,9,682713159,M0,689752ec2d69,1.0,0.699,0.9465,0.6421,0.0535,0.1472,0.05,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,9,682713159,M1,689752ec2d69,1.0,0.699,0.9465,0.6421,0.0535,0.1472,0.0528,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,9,682713159,M2,689752ec2d69,1.0,0.699,1.0,0.6957,0.0,0.1204,0.0095,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,9,682713159,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.6421,0.0535,0.1472,0.0528,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.05,10,1840507410,M0,689752ec2d69,1.0,0.699,0.9331,0.6321,0.0669,0.2642,0.1562,,1.0,299,0,262
W-conflict,300,0.3,1.0,0.05,10,1840507410,M1,689752ec2d69,1.0,0.699,0.9331,0.6321,0.0669,0.2642,0.0635,,1.0,299,0,262
W-conflict,300,0.3,1.0,0.05,10,1840507410,M2,689752ec2d69,1.0,0.699,1.0,0.6957,0.0,0.204,0.0094,,1.0,299,0,262
W-conflict,300,0.3,1.0,0.05,10,1840507410,M1+pausa,689752ec2d69,1.0,0.699,0.9331,0.6321,0.0669,0.2642,0.0635,,1.0,299,0,262
W-conflict,300,0.3,1.0,0.05,11,1957223251,M0,689752ec2d69,1.0,0.699,0.913,0.6555,0.087,0.2642,0.1038,,1.0,299,0,253
W-conflict,300,0.3,1.0,0.05,11,1957223251,M1,689752ec2d69,1.0,0.699,0.913,0.6555,0.087,0.2642,0.0796,,1.0,299,0,253
W-conflict,300,0.3,1.0,0.05,11,1957223251,M2,689752ec2d69,1.0,0.699,1.0,0.7291,0.0,0.1773,0.0092,,1.0,299,0,253
W-conflict,300,0.3,1.0,0.05,11,1957223251,M1+pausa,689752ec2d69,1.0,0.699,0.913,0.6555,0.087,0.2642,0.0796,,1.0,299,0,253
W-conflict,300,0.3,1.0,0.05,12,1602586768,M0,689752ec2d69,1.0,0.699,0.9164,0.6555,0.0836,0.2776,0.1018,,1.0,299,0,244
W-conflict,300,0.3,1.0,0.05,12,1602586768,M1,689752ec2d69,1.0,0.699,0.9164,0.6555,0.0836,0.2776,0.0769,,1.0,299,0,244
W-conflict,300,0.3,1.0,0.05,12,1602586768,M2,689752ec2d69,1.0,0.699,1.0,0.7324,0.0,0.194,0.0092,,1.0,299,0,244
W-conflict,300,0.3,1.0,0.05,12,1602586768,M1+pausa,689752ec2d69,1.0,0.699,0.9164,0.6555,0.0836,0.2776,0.0769,,1.0,299,0,244
W-conflict,300,0.3,1.0,0.05,13,1184807377,M0,689752ec2d69,1.0,0.699,0.9565,0.6555,0.0435,0.2241,0.1108,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,13,1184807377,M1,689752ec2d69,1.0,0.699,0.9565,0.6555,0.0435,0.2241,0.0448,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,13,1184807377,M2,689752ec2d69,1.0,0.699,1.0,0.699,0.0,0.1873,0.0096,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,13,1184807377,M1+pausa,689752ec2d69,1.0,0.699,0.9565,0.6555,0.0435,0.2241,0.0448,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,14,165621526,M0,689752ec2d69,1.0,0.699,0.9365,0.6221,0.0635,0.2843,0.0875,,1.0,299,0,237
W-conflict,300,0.3,1.0,0.05,14,165621526,M1,689752ec2d69,1.0,0.699,0.9365,0.6221,0.0635,0.2843,0.0608,,1.0,299,0,237
W-conflict,300,0.3,1.0,0.05,14,165621526,M2,689752ec2d69,1.0,0.699,1.0,0.6823,0.0,0.2207,0.0094,,1.0,299,0,237
W-conflict,300,0.3,1.0,0.05,14,165621526,M1+pausa,689752ec2d69,1.0,0.699,0.9365,0.6221,0.0635,0.2843,0.0608,,1.0,299,0,237
W-conflict,300,0.3,1.0,0.05,15,281288279,M0,689752ec2d69,1.0,0.699,0.9431,0.6488,0.0569,0.2776,0.0569,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,15,281288279,M1,689752ec2d69,1.0,0.699,0.9431,0.6488,0.0569,0.2776,0.0555,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,15,281288279,M2,689752ec2d69,1.0,0.699,1.0,0.7023,0.0,0.2207,0.0095,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,15,281288279,M1+pausa,689752ec2d69,1.0,0.699,0.9431,0.6488,0.0569,0.2776,0.0555,,1.0,299,0,246
W-conflict,300,0.3,1.0,0.05,16,1005145492,M0,689752ec2d69,1.0,0.699,0.9164,0.6355,0.0836,0.2809,0.1039,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,16,1005145492,M1,689752ec2d69,1.0,0.699,0.9164,0.6355,0.0836,0.2809,0.0769,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,16,1005145492,M2,689752ec2d69,1.0,0.699,1.0,0.709,0.0,0.1973,0.0092,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,16,1005145492,M1+pausa,689752ec2d69,1.0,0.699,0.9164,0.6355,0.0836,0.2809,0.0769,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,17,586317013,M0,689752ec2d69,1.0,0.699,0.9498,0.6522,0.0502,0.214,0.0809,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,17,586317013,M1,689752ec2d69,1.0,0.699,0.9498,0.6522,0.0502,0.214,0.0501,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,17,586317013,M2,689752ec2d69,1.0,0.699,1.0,0.699,0.0,0.1773,0.0095,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,17,586317013,M1+pausa,689752ec2d69,1.0,0.699,0.9498,0.6522,0.0502,0.214,0.0501,,1.0,299,0,251
W-conflict,300,0.3,1.0,0.05,18,627728410,M0,689752ec2d69,1.0,0.699,0.903,0.6455,0.097,0.2809,0.0821,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,18,627728410,M1,689752ec2d69,1.0,0.699,0.903,0.6455,0.097,0.2809,0.0876,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,18,627728410,M2,689752ec2d69,1.0,0.699,1.0,0.7291,0.0,0.1839,0.0091,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,18,627728410,M1+pausa,689752ec2d69,1.0,0.699,0.903,0.6455,0.097,0.2809,0.0876,,1.0,299,0,236
W-conflict,300,0.3,1.0,0.05,19,1014059355,M0,689752ec2d69,1.0,0.699,0.9431,0.6756,0.0569,0.2475,0.1104,,1.0,299,0,239
W-conflict,300,0.3,1.0,0.05,19,1014059355,M1,689752ec2d69,1.0,0.699,0.9431,0.6756,0.0569,0.2475,0.0555,,1.0,299,0,239
W-conflict,300,0.3,1.0,0.05,19,1014059355,M2,689752ec2d69,1.0,0.699,1.0,0.7291,0.0,0.194,0.0095,,1.0,299,0,239
W-conflict,300,0.3,1.0,0.05,19,1014059355,M1+pausa,689752ec2d69,1.0,0.699,0.9431,0.6756,0.0569,0.2475,0.0555,,1.0,299,0,239
W-conflict,300,0.3,1.0,0.25,0,884701701,M0,689752ec2d69,1.0,0.699,0.9532,0.4515,0.0468,0.1906,0.0443,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.25,0,884701701,M1,689752ec2d69,1.0,0.699,0.9532,0.4515,0.0468,0.1906,0.0475,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.25,0,884701701,M2,689752ec2d69,1.0,0.699,1.0,0.4816,0.0,0.1438,0.0096,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.25,0,884701701,M1+pausa,689752ec2d69,1.0,0.699,0.9532,0.4515,0.0468,0.1906,0.0475,,1.0,299,0,252
W-conflict,300,0.3,1.0,0.25,1,765479748,M0,689752ec2d69,1.0,0.699,0.9565,0.4682,0.0435,0.204,0.0781,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.25,1,765479748,M1,689752ec2d69,1.0,0.699,0.9565,0.4682,0.0435,0.204,0.0448,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.25,1,765479748,M2,689752ec2d69,1.0,0.699,1.0,0.4849,0.0,0.1605,0.0096,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.25,1,765479748,M1+pausa,689752ec2d69,1.0,0.699,0.9565,0.4682,0.0435,0.204,0.0448,,1.0,299,0,233
W-conflict,300,0.3,1.0,0.25,2,109910151,M0,689752ec2d69,1.0,0.699,0.9498,0.4749,0.0502,0.1773,0.0918,,1.0,299,0,249
W-conflict,300,0.3,1.0,0.25,2,109910151,M1,689752ec2d69,1.0,0.699,0.9498,0.4749,0.0502,0.1773,0.0501,,1.0,299,0,249
