family,T,noise,keep,flip_p,rep,seed,model,chi_sha256,record_ceiling,signature_frac,accuracy,request_resolution_rate,unsupported_counterfactual_rate,contradicted_rate,brier_act,pause_violation_rate,deficit_inference_rate,n_steps,n_paused,n_scope
W-scope,300,0.1,1.0,0.25,1,235158881,M1+pausa,689752ec2d69,0.6355,0.8094,0.602,0.2977,0.0936,0.4013,0.3177,,0.3595,299,0,242
W-scope,300,0.1,1.0,0.25,2,623472290,M0,689752ec2d69,0.5652,0.8361,0.0803,0.01,0.1037,0.4147,0.2633,,1.0,299,0,250
W-scope,300,0.1,1.0,0.25,2,623472290,M1,689752ec2d69,0.5652,0.8361,0.5518,0.291,0.1037,0.4147,0.3525,,0.412,299,0,250
W-scope,300,0.1,1.0,0.25,2,623472290,M2,689752ec2d69,0.5652,0.8361,0.5652,0.301,0.0,0.311,0.2685,,0.412,299,0,250
W-scope,300,0.1,1.0,0.25,2,623472290,M1+pausa,689752ec2d69,0.5652,0.8361,0.5518,0.291,0.1037,0.4147,0.3525,,0.412,299,0,250
W-scope,300,0.1,1.0,0.25,3,1009934307,M0,689752ec2d69,0.6288,0.8328,0.107,0.01,0.097,0.4482,0.203,,1.0,299,0,249
W-scope,300,0.1,1.0,0.25,3,1009934307,M1,689752ec2d69,0.6288,0.8328,0.5987,0.311,0.097,0.4482,0.3204,,0.3936,299,0,249
W-scope,300,0.1,1.0,0.25,3,1009934307,M2,689752ec2d69,0.6288,0.8328,0.6288,0.3244,0.0,0.3512,0.2418,,0.3936,299,0,249
W-scope,300,0.1,1.0,0.25,3,1009934307,M1+pausa,689752ec2d69,0.6288,0.8328,0.5987,0.311,0.097,0.4482,0.3204,,0.3936,299,0,249
W-scope,300,0.1,1.0,0.25,4,1936967972,M0,689752ec2d69,0.6054,0.8227,0.1171,0.0033,0.1037,0.4716,0.225,,1.0,299,0,246
W-scope,300,0.1,1.0,0.25,4,1936967972,M1,689752ec2d69,0.6054,0.8227,0.5786,0.2408,0.1037,0.4716,0.3418,,0.4309,299,0,246
W-scope,300,0.1,1.0,0.25,4,1936967972,M2,689752ec2d69,0.6054,0.8227,0.6054,0.2542,0.0,0.3679,0.2578,,0.4309,299,0,246
W-scope,300,0.1,1.0,0.25,4,1936967972,M1+pausa,689752ec2d69,0.6054,0.8227,0.5786,0.2408,0.1037,0.4716,0.3418,,0.4309,299,0,246
W-scope,300,0.1,1.0,0.25,5,1785264229,M0,689752ec2d69,0.5853,0.8328,0.0836,0.01,0.0903,0.4415,0.1761,,1.0,299,0,249
W-scope,300,0.1,1.0,0.25,5,1785264229,M1,689752ec2d69,0.5853,0.8328,0.5552,0.2876,0.0903,0.4415,0.3525,,0.4137,299,0,249
W-scope,300,0.1,1.0,0.25,5,1785264229,M2,689752ec2d69,0.5853,0.8328,0.5853,0.301,0.0,0.3512,0.2794,,0.4137,299,0,249
W-scope,300,0.1,1.0,0.25,5,1785264229,M1+pausa,689752ec2d69,0.5853,0.8328,0.5552,0.2876,0.0903,0.4415,0.3525,,0.4137,299,0,249
W-scope,300,0.1,1.0,0.25,6,1095084966,M0,689752ec2d69,0.6221,0.8194,0.0936,0.0201,0.1405,0.398,0.2862,,1.0,299,0,245
W-scope,300,0.1,1.0,0.25,6,1095084966,M1,689752ec2d69,0.6221,0.8194,0.5886,0.3344,0.1405,0.398,0.3177,,0.3633,299,0,245
W-scope,300,0.1,1.0,0.25,6,1095084966,M2,689752ec2d69,0.6221,0.8194,0.6221,0.3579,0.0,0.2575,0.204,,0.3633,299,0,245
W-scope,300,0.1,1.0,0.25,6,1095084966,M1+pausa,689752ec2d69,0.6221,0.8194,0.5886,0.3344,0.1405,0.398,0.3177,,0.3633,299,0,245
W-scope,300,0.1,1.0,0.25,7,1482595047,M0,689752ec2d69,0.6087,0.786,0.1237,0.0134,0.1003,0.4381,0.2131,,1.0,299,0,235
W-scope,300,0.1,1.0,0.25,7,1482595047,M1,689752ec2d69,0.6087,0.786,0.5819,0.2843,0.1003,0.4381,0.3284,,0.3915,299,0,235
W-scope,300,0.1,1.0,0.25,7,1482595047,M2,689752ec2d69,0.6087,0.786,0.6087,0.3043,0.0,0.3378,0.2472,,0.3915,299,0,235
W-scope,300,0.1,1.0,0.25,7,1482595047,M1+pausa,689752ec2d69,0.6087,0.786,0.5819,0.2843,0.1003,0.4381,0.3284,,0.3915,299,0,235
W-pause,300,0.1,1.0,0.05,0,1576775552,M0,689752ec2d69,1.0,0.7926,0.1672,0.0201,0.0401,0.5686,0.605,1.0,1.0,299,237,245
W-pause,300,0.1,1.0,0.05,0,1576775552,M1,689752ec2d69,1.0,0.7926,0.1672,0.0201,0.0401,0.5686,0.6762,1.0,1.0,299,237,245
W-pause,300,0.1,1.0,0.05,0,1576775552,M2,689752ec2d69,1.0,0.7926,1.0,0.0535,0.0,0.1037,0.002,0.0,0.1837,299,237,245
W-pause,300,0.1,1.0,0.05,0,1576775552,M1+pausa,689752ec2d69,1.0,0.7926,0.9599,0.0201,0.0401,0.1405,0.0345,0.0,0.1837,299,237,245
W-pause,300,0.1,1.0,0.05,1,1155571393,M0,689752ec2d69,1.0,0.7592,0.1706,0.0201,0.0702,0.3612,0.5643,1.0,1.0,299,227,261
W-pause,300,0.1,1.0,0.05,1,1155571393,M1,689752ec2d69,1.0,0.7592,0.1706,0.0201,0.0702,0.3612,0.6735,1.0,1.0,299,227,261
W-pause,300,0.1,1.0,0.05,1,1155571393,M2,689752ec2d69,1.0,0.7592,1.0,0.0803,0.0,0.0903,0.002,0.0,0.2107,299,227,261
W-pause,300,0.1,1.0,0.05,1,1155571393,M1+pausa,689752ec2d69,1.0,0.7592,0.9298,0.0201,0.0702,0.1438,0.0589,0.0,0.2107,299,227,261
W-pause,300,0.1,1.0,0.05,2,1875758338,M0,689752ec2d69,1.0,0.8227,0.1304,0.0167,0.0468,0.291,0.4937,1.0,1.0,299,246,277
W-pause,300,0.1,1.0,0.05,2,1875758338,M1,689752ec2d69,1.0,0.8227,0.1304,0.0167,0.0468,0.291,0.7057,1.0,1.0,299,246,277
W-pause,300,0.1,1.0,0.05,2,1875758338,M2,689752ec2d69,1.0,0.8227,1.0,0.0602,0.0,0.0702,0.0017,0.0,0.1408,299,246,277
W-pause,300,0.1,1.0,0.05,2,1875758338,M1+pausa,689752ec2d69,1.0,0.8227,0.9532,0.0167,0.0468,0.1003,0.0396,0.0,0.1408,299,246,277
W-pause,300,0.1,1.0,0.05,3,1993800771,M0,689752ec2d69,1.0,0.8528,0.1104,0.0067,0.0368,0.5251,0.3742,1.0,1.0,299,255,241
W-pause,300,0.1,1.0,0.05,3,1993800771,M1,689752ec2d69,1.0,0.8528,0.1104,0.0067,0.0368,0.5251,0.7217,1.0,1.0,299,255,241
W-pause,300,0.1,1.0,0.05,3,1993800771,M2,689752ec2d69,1.0,0.8528,1.0,0.0401,0.0,0.0702,0.0015,0.0,0.0954,299,255,241
W-pause,300,0.1,1.0,0.05,3,1993800771,M1+pausa,689752ec2d69,1.0,0.8528,0.9632,0.0067,0.0368,0.0936,0.0312,0.0,0.0954,299,255,241
W-pause,300,0.1,1.0,0.05,4,966224516,M0,689752ec2d69,1.0,0.8027,0.1438,0.0167,0.0535,0.311,0.5625,1.0,1.0,299,240,252
W-pause,300,0.1,1.0,0.05,4,966224516,M1,689752ec2d69,1.0,0.8027,0.1438,0.0167,0.0535,0.311,0.6949,1.0,1.0,299,240,252
W-pause,300,0.1,1.0,0.05,4,966224516,M2,689752ec2d69,1.0,0.8027,1.0,0.0702,0.0,0.0602,0.0018,0.0,0.127,299,240,252
W-pause,300,0.1,1.0,0.05,4,966224516,M1+pausa,689752ec2d69,1.0,0.8027,0.9465,0.0167,0.0535,0.0936,0.0451,0.0,0.127,299,240,252
W-pause,300,0.1,1.0,0.05,5,546069445,M0,689752ec2d69,1.0,0.8395,0.1137,0.0134,0.0468,0.3043,0.6597,1.0,1.0,299,251,253
W-pause,300,0.1,1.0,0.05,5,546069445,M1,689752ec2d69,1.0,0.8395,0.1137,0.0134,0.0468,0.3043,0.719,1.0,1.0,299,251,253
W-pause,300,0.1,1.0,0.05,5,546069445,M2,689752ec2d69,1.0,0.8395,1.0,0.0502,0.0,0.0702,0.0015,0.0,0.1067,299,251,253
W-pause,300,0.1,1.0,0.05,5,546069445,M1+pausa,689752ec2d69,1.0,0.8395,0.9532,0.0134,0.0468,0.0936,0.0394,0.0,0.1067,299,251,253
W-pause,300,0.1,1.0,0.05,6,195102726,M0,689752ec2d69,1.0,0.8395,0.1237,0.01,0.0368,0.5217,0.337,1.0,1.0,299,251,238
W-pause,300,0.1,1.0,0.05,6,195102726,M1,689752ec2d69,1.0,0.8395,0.1237,0.01,0.0368,0.5217,0.711,1.0,1.0,299,251,238
W-pause,300,0.1,1.0,0.05,6,195102726,M2,689752ec2d69,1.0,0.8395,1.0,0.0435,0.0,0.0334,0.0016,0.0,0.1218,299,251,238
W-pause,300,0.1,1.0,0.05,6,195102726,M1+pausa,689752ec2d69,1.0,0.8395,0.9632,0.01,0.0368,0.0502,0.0314,0.0,0.1218,299,251,238
W-pause,300,0.1,1.0,0.05,7,314194247,M0,689752ec2d69,1.0,0.8227,0.1304,0.0134,0.0468,0.4348,0.4172,1.0,1.0,299,246,242
W-pause,300,0.1,1.0,0.05,7,314194247,M1,689752ec2d69,1.0,0.8227,0.1304,0.0134,0.0468,0.4348,0.7057,1.0,1.0,299,246,242
W-pause,300,0.1,1.0,0.05,7,314194247,M2,689752ec2d69,1.0,0.8227,1.0,0.0535,0.0,0.0602,0.0017,0.0,0.1405,299,246,242
W-pause,300,0.1,1.0,0.05,7,314194247,M1+pausa,689752ec2d69,1.0,0.8227,0.9532,0.0134,0.0468,0.087,0.0396,0.0,0.1405,299,246,242
W-pause,300,0.1,1.0,0.25,0,271781515,M0,689752ec2d69,1.0,0.806,0.1739,0.0468,0.0201,0.8462,0.5058,1.0,1.0,299,241,242
W-pause,300,0.1,1.0,0.25,0,271781515,M1,689752ec2d69,1.0,0.806,0.1739,0.0468,0.0201,0.8462,0.6709,1.0,1.0,299,241,242
W-pause,300,0.1,1.0,0.25,0,271781515,M2,689752ec2d69,1.0,0.806,1.0,0.0635,0.0,0.0936,0.0021,0.0,0.1777,299,241,242
W-pause,300,0.1,1.0,0.25,0,271781515,M1+pausa,689752ec2d69,1.0,0.806,0.9799,0.0468,0.0201,0.1137,0.0183,0.0,0.1777,299,241,242
W-pause,300,0.1,1.0,0.25,1,153632714,M0,689752ec2d69,1.0,0.7157,0.2241,0.0669,0.0602,0.806,0.4158,1.0,1.0,299,214,264
W-pause,300,0.1,1.0,0.25,1,153632714,M1,689752ec2d69,1.0,0.7157,0.2241,0.0669,0.0602,0.806,0.6307,1.0,1.0,299,214,264
W-pause,300,0.1,1.0,0.25,1,153632714,M2,689752ec2d69,1.0,0.7157,1.0,0.087,0.0,0.087,0.0026,0.0,0.2462,299,214,264
W-pause,300,0.1,1.0,0.25,1,153632714,M1+pausa,689752ec2d69,1.0,0.7157,0.9398,0.0669,0.0602,0.1472,0.0513,0.0,0.2462,299,214,264
W-pause,300,0.1,1.0,0.25,2,570780681,M0,689752ec2d69,1.0,0.7324,0.214,0.0334,0.0535,0.7793,0.4385,1.0,1.0,299,219,253
W-pause,300,0.1,1.0,0.25,2,570780681,M1,689752ec2d69,1.0,0.7324,0.214,0.0334,0.0535,0.7793,0.6388,1.0,1.0,299,219,253
W-pause,300,0.1,1.0,0.25,2,570780681,M2,689752ec2d69,1.0,0.7324,1.0,0.0669,0.0,0.1204,0.0025,0.0,0.2095,299,219,253
W-pause,300,0.1,1.0,0.25,2,570780681,M1+pausa,689752ec2d69,1.0,0.7324,0.9465,0.0334,0.0535,0.1739,0.0458,0.0,0.2095,299,219,253
W-pause,300,0.1,1.0,0.25,3,991845704,M0,689752ec2d69,1.0,0.8227,0.1438,0.0368,0.0334,0.8127,0.0921,1.0,1.0,299,246,250
W-pause,300,0.1,1.0,0.25,3,991845704,M1,689752ec2d69,1.0,0.8227,0.1438,0.0368,0.0334,0.8127,0.6949,1.0,1.0,299,246,250
W-pause,300,0.1,1.0,0.25,3,991845704,M2,689752ec2d69,1.0,0.8227,1.0,0.0502,0.0,0.087,0.0018,0.0,0.124,299,246,250
W-pause,300,0.1,1.0,0.25,3,991845704,M1+pausa,689752ec2d69,1.0,0.8227,0.9666,0.0368,0.0334,0.1204,0.0289,0.0,0.124,299,246,250
W-pause,300,0.1,1.0,0.25,4,1952435087,M0,689752ec2d69,1.0,0.7726,0.1839,0.0502,0.0435,0.7793,0.6047,1.0,1.0,299,231,253
W-pause,300,0.1,1.0,0.25,4,1952435087,M1,689752ec2d69,1.0,0.7726,0.1839,0.0502,0.0435,0.7793,0.6628,1.0,1.0,299,231,253
W-pause,300,0.1,1.0,0.25,4,1952435087,M2,689752ec2d69,1.0,0.7726,1.0,0.0769,0.0,0.1003,0.0022,0.0,0.1937,299,231,253
W-pause,300,0.1,1.0,0.25,4,1952435087,M1+pausa,689752ec2d69,1.0,0.7726,0.9565,0.0502,0.0435,0.1438,0.0374,0.0,0.1937,299,231,253
W-pause,300,0.1,1.0,0.25,5,1833237198,M0,689752ec2d69,1.0,0.786,0.2007,0.0435,0.0134,0.8127,0.7405,1.0,1.0,299,235,222
W-pause,300,0.1,1.0,0.25,5,1833237198,M1,689752ec2d69,1.0,0.786,0.2007,0.0435,0.0134,0.8127,0.6495,1.0,1.0,299,235,222
W-pause,300,0.1,1.0,0.25,5,1833237198,M2,689752ec2d69,1.0,0.786,1.0,0.0535,0.0,0.1003,0.0023,0.0,0.2432,299,235,222
W-pause,300,0.1,1.0,0.25,5,1833237198,M1+pausa,689752ec2d69,1.0,0.786,0.9866,0.0435,0.0134,0.1137,0.0132,0.0,0.2432,299,235,222
W-pause,300,0.1,1.0,0.25,6,1181329677,M0,689752ec2d69,1.0,0.7793,0.1773,0.0502,0.0435,0.8528,0.5731,1.0,1.0,299,233,240
W-pause,300,0.1,1.0,0.25,6,1181329677,M1,689752ec2d69,1.0,0.7793,0.1773,0.0502,0.0435,0.8528,0.6682,1.0,1.0,299,233,240
W-pause,300,0.1,1.0,0.25,6,1181329677,M2,689752ec2d69,1.0,0.7793,1.0,0.0669,0.0,0.0903,0.0021,0.0,0.2542,299,233,240
W-pause,300,0.1,1.0,0.25,6,1181329677,M1+pausa,689752ec2d69,1.0,0.7793,0.9565,0.0502,0.0435,0.1338,0.0373,0.0,0.2542,299,233,240
W-pause,300,0.1,1.0,0.25,7,1601345612,M0,689752ec2d69,1.0,0.7458,0.204,0.0803,0.0502,0.7659,0.3581,1.0,1.0,299,223,252
W-pause,300,0.1,1.0,0.25,7,1601345612,M1,689752ec2d69,1.0,0.7458,0.204,0.0803,0.0502,0.7659,0.6468,1.0,1.0,299,223,252
W-pause,300,0.1,1.0,0.25,7,1601345612,M2,689752ec2d69,1.0,0.7458,1.0,0.1137,0.0,0.0836,0.0024,0.0,0.2063,299,223,252
W-pause,300,0.1,1.0,0.25,7,1601345612,M1+pausa,689752ec2d69,1.0,0.7458,0.9498,0.0803,0.0502,0.1338,0.043,0.0,0.2063,299,223,252
